	client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
0	26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118818.mp3	шесть.	2	0	twenties	male		ru	Singleword Benchmark
1	26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118834.mp3	три.	2	0	twenties	male		ru	Singleword Benchmark
2	26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118839.mp3	семь.	2	0	twenties	male		ru	Singleword Benchmark
3	26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118848.mp3	эй.	2	0	twenties	male		ru	Singleword Benchmark
4	26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118853.mp3	восемь.	2	0	twenties	male		ru	Singleword Benchmark
5	26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118857.mp3	нет.	2	0	twenties	male		ru	Singleword Benchmark
6	26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118861.mp3	один.	2	0	twenties	male		ru	Singleword Benchmark
7	26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118863.mp3	четыре.	2	0	twenties	male		ru	Singleword Benchmark
8	26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118868.mp3	firefox.	2	0	twenties	male		ru	Singleword Benchmark
9	26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118871.mp3	девять.	2	0	twenties	male		ru	Singleword Benchmark
10	26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118878.mp3	ноль.	2	0	twenties	male		ru	Singleword Benchmark
11	26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118884.mp3	два.	2	0	twenties	male		ru	Singleword Benchmark
12	26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118889.mp3	да.	2	1	twenties	male		ru	Singleword Benchmark
13	26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118894.mp3	пять.	2	0	twenties	male		ru	Singleword Benchmark
14	2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904669.mp3	да.	2	0	teens	male		ru	Singleword Benchmark
15	2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904670.mp3	ноль.	2	0	teens	male		ru	Singleword Benchmark
16	2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904671.mp3	два.	2	0	teens	male		ru	Singleword Benchmark
17	2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904672.mp3	три.	2	0	teens	male		ru	Singleword Benchmark
18	2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904673.mp3	девять.	2	0	teens	male		ru	Singleword Benchmark
19	2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904689.mp3	один.	2	0	teens	male		ru	Singleword Benchmark
20	2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904691.mp3	нет.	2	0	teens	male		ru	Singleword Benchmark
21	2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904692.mp3	шесть.	2	0	teens	male		ru	Singleword Benchmark
22	2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904693.mp3	восемь.	2	0	teens	male		ru	Singleword Benchmark
23	2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904706.mp3	четыре.	2	0	teens	male		ru	Singleword Benchmark
24	2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904708.mp3	семь.	2	0	teens	male		ru	Singleword Benchmark
25	2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904749.mp3	firefox.	2	0	teens	male		ru	Singleword Benchmark
26	2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904751.mp3	пять.	2	0	teens	male		ru	Singleword Benchmark
27	2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_22330077.mp3	эй.	2	1	teens	male		ru	Singleword Benchmark
28	33021c320a57d7131587308ac01ec416071ce40f0a857d0fdabece966320a415600e13cddc5081bf4e5f95621cd5a8cb5d2a3b5dc7ca34bc8ec6db40ce61e86a	common_voice_ru_22407215.mp3	нет.	2	0	twenties	male		ru	Singleword Benchmark
29	33021c320a57d7131587308ac01ec416071ce40f0a857d0fdabece966320a415600e13cddc5081bf4e5f95621cd5a8cb5d2a3b5dc7ca34bc8ec6db40ce61e86a	common_voice_ru_22407216.mp3	два.	2	0	twenties	male		ru	Singleword Benchmark
30	33021c320a57d7131587308ac01ec416071ce40f0a857d0fdabece966320a415600e13cddc5081bf4e5f95621cd5a8cb5d2a3b5dc7ca34bc8ec6db40ce61e86a	common_voice_ru_22407217.mp3	пять.	2	0	twenties	male		ru	Singleword Benchmark
31	33021c320a57d7131587308ac01ec416071ce40f0a857d0fdabece966320a415600e13cddc5081bf4e5f95621cd5a8cb5d2a3b5dc7ca34bc8ec6db40ce61e86a	common_voice_ru_22407218.mp3	шесть.	2	0	twenties	male		ru	Singleword Benchmark
32	33021c320a57d7131587308ac01ec416071ce40f0a857d0fdabece966320a415600e13cddc5081bf4e5f95621cd5a8cb5d2a3b5dc7ca34bc8ec6db40ce61e86a	common_voice_ru_22407219.mp3	ноль.	2	0	twenties	male		ru	Singleword Benchmark
33	33021c320a57d7131587308ac01ec416071ce40f0a857d0fdabece966320a415600e13cddc5081bf4e5f95621cd5a8cb5d2a3b5dc7ca34bc8ec6db40ce61e86a	common_voice_ru_22407225.mp3	восемь.	2	0	twenties	male		ru	Singleword Benchmark
34	33021c320a57d7131587308ac01ec416071ce40f0a857d0fdabece966320a415600e13cddc5081bf4e5f95621cd5a8cb5d2a3b5dc7ca34bc8ec6db40ce61e86a	common_voice_ru_22407226.mp3	три.	2	0	twenties	male		ru	Singleword Benchmark
35	33021c320a57d7131587308ac01ec416071ce40f0a857d0fdabece966320a415600e13cddc5081bf4e5f95621cd5a8cb5d2a3b5dc7ca34bc8ec6db40ce61e86a	common_voice_ru_22407228.mp3	девять.	2	0	twenties	male		ru	Singleword Benchmark
36	33021c320a57d7131587308ac01ec416071ce40f0a857d0fdabece966320a415600e13cddc5081bf4e5f95621cd5a8cb5d2a3b5dc7ca34bc8ec6db40ce61e86a	common_voice_ru_22407230.mp3	эй.	2	0	twenties	male		ru	Singleword Benchmark
37	33021c320a57d7131587308ac01ec416071ce40f0a857d0fdabece966320a415600e13cddc5081bf4e5f95621cd5a8cb5d2a3b5dc7ca34bc8ec6db40ce61e86a	common_voice_ru_22407232.mp3	семь.	2	0	twenties	male		ru	Singleword Benchmark
38	33021c320a57d7131587308ac01ec416071ce40f0a857d0fdabece966320a415600e13cddc5081bf4e5f95621cd5a8cb5d2a3b5dc7ca34bc8ec6db40ce61e86a	common_voice_ru_22407240.mp3	один.	2	0	twenties	male		ru	Singleword Benchmark
39	33021c320a57d7131587308ac01ec416071ce40f0a857d0fdabece966320a415600e13cddc5081bf4e5f95621cd5a8cb5d2a3b5dc7ca34bc8ec6db40ce61e86a	common_voice_ru_22407241.mp3	четыре.	2	0	twenties	male		ru	Singleword Benchmark
40	33021c320a57d7131587308ac01ec416071ce40f0a857d0fdabece966320a415600e13cddc5081bf4e5f95621cd5a8cb5d2a3b5dc7ca34bc8ec6db40ce61e86a	common_voice_ru_22407242.mp3	да.	2	0	twenties	male		ru	Singleword Benchmark
41	33021c320a57d7131587308ac01ec416071ce40f0a857d0fdabece966320a415600e13cddc5081bf4e5f95621cd5a8cb5d2a3b5dc7ca34bc8ec6db40ce61e86a	common_voice_ru_22407243.mp3	firefox.	2	0	twenties	male		ru	Singleword Benchmark
42	35102a072b315276dd100869909ebabd60e5f800b37712d24d2d525dae713727985313ceb691a3b8dab1e5881e5736634cffceffc9ca10c9fae7d9672153f9ae	common_voice_ru_22282870.mp3	девять.	2	0	twenties	male		ru	Singleword Benchmark
43	35102a072b315276dd100869909ebabd60e5f800b37712d24d2d525dae713727985313ceb691a3b8dab1e5881e5736634cffceffc9ca10c9fae7d9672153f9ae	common_voice_ru_22282872.mp3	четыре.	2	0	twenties	male		ru	Singleword Benchmark
44	35102a072b315276dd100869909ebabd60e5f800b37712d24d2d525dae713727985313ceb691a3b8dab1e5881e5736634cffceffc9ca10c9fae7d9672153f9ae	common_voice_ru_22282873.mp3	восемь.	2	0	twenties	male		ru	Singleword Benchmark
45	35102a072b315276dd100869909ebabd60e5f800b37712d24d2d525dae713727985313ceb691a3b8dab1e5881e5736634cffceffc9ca10c9fae7d9672153f9ae	common_voice_ru_22282874.mp3	шесть.	2	0	twenties	male		ru	Singleword Benchmark
46	35102a072b315276dd100869909ebabd60e5f800b37712d24d2d525dae713727985313ceb691a3b8dab1e5881e5736634cffceffc9ca10c9fae7d9672153f9ae	common_voice_ru_22282875.mp3	ноль.	2	0	twenties	male		ru	Singleword Benchmark
47	35102a072b315276dd100869909ebabd60e5f800b37712d24d2d525dae713727985313ceb691a3b8dab1e5881e5736634cffceffc9ca10c9fae7d9672153f9ae	common_voice_ru_22282921.mp3	firefox.	2	0	twenties	male		ru	Singleword Benchmark
48	35102a072b315276dd100869909ebabd60e5f800b37712d24d2d525dae713727985313ceb691a3b8dab1e5881e5736634cffceffc9ca10c9fae7d9672153f9ae	common_voice_ru_22282922.mp3	эй.	2	0	twenties	male		ru	Singleword Benchmark
49	35102a072b315276dd100869909ebabd60e5f800b37712d24d2d525dae713727985313ceb691a3b8dab1e5881e5736634cffceffc9ca10c9fae7d9672153f9ae	common_voice_ru_22282923.mp3	один.	2	0	twenties	male		ru	Singleword Benchmark
50	35102a072b315276dd100869909ebabd60e5f800b37712d24d2d525dae713727985313ceb691a3b8dab1e5881e5736634cffceffc9ca10c9fae7d9672153f9ae	common_voice_ru_22282924.mp3	три.	2	0	twenties	male		ru	Singleword Benchmark
51	35102a072b315276dd100869909ebabd60e5f800b37712d24d2d525dae713727985313ceb691a3b8dab1e5881e5736634cffceffc9ca10c9fae7d9672153f9ae	common_voice_ru_22282925.mp3	пять.	2	0	twenties	male		ru	Singleword Benchmark
52	35102a072b315276dd100869909ebabd60e5f800b37712d24d2d525dae713727985313ceb691a3b8dab1e5881e5736634cffceffc9ca10c9fae7d9672153f9ae	common_voice_ru_22282976.mp3	да.	2	0	twenties	male		ru	Singleword Benchmark
53	35102a072b315276dd100869909ebabd60e5f800b37712d24d2d525dae713727985313ceb691a3b8dab1e5881e5736634cffceffc9ca10c9fae7d9672153f9ae	common_voice_ru_22282977.mp3	два.	2	0	twenties	male		ru	Singleword Benchmark
54	35102a072b315276dd100869909ebabd60e5f800b37712d24d2d525dae713727985313ceb691a3b8dab1e5881e5736634cffceffc9ca10c9fae7d9672153f9ae	common_voice_ru_22282978.mp3	семь.	2	0	twenties	male		ru	Singleword Benchmark
55	35102a072b315276dd100869909ebabd60e5f800b37712d24d2d525dae713727985313ceb691a3b8dab1e5881e5736634cffceffc9ca10c9fae7d9672153f9ae	common_voice_ru_22282979.mp3	нет.	2	0	twenties	male		ru	Singleword Benchmark
56	373d8b9b728b227c8b842f49c0e614343bdbf653fd4f4e964410c62d7a44d13c086f5b3cf7688be1aa3b0df2421e94ac4f344c834ad4711fef7de426b323670f	common_voice_ru_22395663.mp3	четыре.	2	0	twenties	male		ru	Singleword Benchmark
57	373d8b9b728b227c8b842f49c0e614343bdbf653fd4f4e964410c62d7a44d13c086f5b3cf7688be1aa3b0df2421e94ac4f344c834ad4711fef7de426b323670f	common_voice_ru_22395664.mp3	пять.	2	0	twenties	male		ru	Singleword Benchmark
58	373d8b9b728b227c8b842f49c0e614343bdbf653fd4f4e964410c62d7a44d13c086f5b3cf7688be1aa3b0df2421e94ac4f344c834ad4711fef7de426b323670f	common_voice_ru_22395665.mp3	шесть.	2	0	twenties	male		ru	Singleword Benchmark
